"","Open","High","Low","Close","Volume"
"2022-07-18",112840,122805,112685,122057,639.69518
"2022-07-17",115000,117223,112682,112871,181.46126
"2022-07-16",113126,117034,111327,115056,211.52549
"2022-07-15",111975,114851,110905,113095,471.8409
"2022-07-14",109732,113901,106539,111992,480.38218
"2022-07-13",105643,110000,103285,109753,506.94479
"2022-07-12",107818,108734,105250,105690,388.63603
"2022-07-11",110630,112000,107385,107896,445.64883
"2022-07-10",114498,114508,109556,110564,220.52264
"2022-07-09",114488,116318,113100,114465,308.87681
"2022-07-08",116099,120796,113601,114495,399.44902
"2022-07-07",111624,117465,109617,116080,425.54015
"2022-07-06",108734,112205,106703,111668,327.49131
"2022-07-05",108012,111945,104000,108753,384.70222
"2022-07-04",103204,108652,101825,107911,272.39082
"2022-07-03",102585,104941,100443,103168,115.77452
"2022-07-02",102963,103821,101400,102584,96.73713
"2022-07-01",105267,109882,100050,102957,491.5732
"2022-06-30",104828,105427,98356,105329,420.13092
"2022-06-29",106922,107765,104500,104757,298.24043
"2022-06-28",108519,111062,106620,106942,270.72067
"2022-06-27",110690,113000,107700,108462,259.80243
"2022-06-26",112490,114421,110350,110736,142.14548
"2022-06-25",111339,113284,110000,112633,139.12196
"2022-06-24",110797,112621,108730,111342,323.4487
"2022-06-23",104288,111349,103834,110773,394.5588
"2022-06-22",106729,108100,103037,104217,391.4841
"2022-06-21",106452,112020,105600,106814,453.8537
"2022-06-20",106428,108923,101531,106497,446.32206
"2022-06-19",98425,107609,93013,106455,506.71461
"2022-06-18",105988,107458,91483,98348,964.704468
"2022-06-17",104740,109267,104056,105988,646.59392
"2022-06-16",114951,116757,104000,104747,1004.6541
"2022-06-15",114490,115749,104216,114945,1831.80135
"2022-06-14",116156,120371,107756,114423,1649.048115
"2022-06-13",134373,135590,113535,116146,2242.06024
"2022-06-12",142827,143516,134101,134191,678.94494
"2022-06-11",145767,147200,141599,142744,430.41899
"2022-06-10",148432,149692,144365,145759,679.3864
"2022-06-09",148584,150676,147045,148373,404.5623
"2022-06-08",151762,152606,145468,148584,619.83629
"2022-06-07",151045,153790,141200,151776,862.49944
"2022-06-06",143924,152375,143800,151030,550.01651
"2022-06-05",143793,145310,142186,143888,144.78722
"2022-06-04",142683,144073,141800,143786,151.78276
"2022-06-03",146513,147920,140938,142701,407.56312
"2022-06-02",144433,147706,142174,146530,493.87625
"2022-06-01",151635,152353,141480,144423,575.80344
"2022-05-31",151836,153992,147953,151610,690.26624
"2022-05-30",140448,153745,139768,151834,646.76277
"2022-05-29",138627,141100,137720,140430,155.90465
"2022-05-28",136441,139513,135896,138608,183.87709
"2022-05-27",140569,141379,134793,136371,528.9508
"2022-05-26",143236,144863,136015,140630,572.23396
"2022-05-25",143688,146180,142200,143277,495.11599
"2022-05-24",141301,144604,138262,143656,278.8836
"2022-05-23",148697,150000,140262,141237,553.95669
"2022-05-22",144895,149732,143883,148697,238.45449
"2022-05-21",143378,145797,142204,144908,150.25606
"2022-05-20",150124,152350,140581,143428,663.55304
"2022-05-19",143783,151000,143650,150213,533.6509
"2022-05-18",151124,152387,143461,143787,525.3631
"2022-05-17",151992,156492,146895,151129,501.78928
"2022-05-16",159748,159758,148841,151992,584.42112
"2022-05-15",153762,160280,150669,159811,316.98685
"2022-05-14",149330,154968,146801,153771,431.31178
"2022-05-13",150332,160333,148820,149315,744.12121
"2022-05-12",150751,156507,132500,150308,1886.595001
"2022-05-11",160729,166000,144376,150753,1409.908979
"2022-05-10",156917,169765,155250,160733,1229.956556
"2022-05-09",174451,175446,156669,156918,1229.673429
"2022-05-08",181701,181851,173200,174402,473.75703
"2022-05-07",184079,184770,178480,181684,187.406
"2022-05-06",185000,185441,180610,184034,433.7961
"2022-05-05",195834,197000,180253,185038,592.81812
"2022-05-04",188370,197470,188032,195706,413.42627
"2022-05-03",195564,195873,187696,188385,310.25366
"2022-05-02",192538,197753,192001,195562,325.08062
"2022-05-01",188900,193600,188023,192497,162.47844
"2022-04-30",192828,193792,188604,188927,177.38683
"2022-04-29",197539,198418,190321,192831,366.70142
"2022-04-28",195753,200800,195232,197539,384.0978
"2022-04-27",191704,198159,190678,195832,511.3685
"2022-04-26",198014,200261,189600,191704,543.39425
"2022-04-25",190625,198690,185208,197832,607.66002
"2022-04-24",190544,192908,188490,190649,182.54413
"2022-04-23",191577,193131,189702,190653,168.57778
"2022-04-22",188692,192200,187372,191601,471.06972
"2022-04-21",192743,199999,185715,188692,357.00568
"2022-04-20",194920,205000,190124,192656,413.04862
"2022-04-19",191125,196093,189888,194928,323.29615
"2022-04-18",188300,192281,183228,191145,409.36617
"2022-04-17",191532,192306,187690,188301,117.11895
"2022-04-16",192308,193060,189645,191514,99.45156
"2022-04-15",189292,193481,188520,192320,160.92152
"2022-04-14",194565,196172,187134,189267,296.2396
"2022-04-13",189000,195770,186200,194543,384.42073
"2022-04-12",187441,192407,185156,188910,470.54003
"2022-04-11",200065,201081,185915,187418,498.96877
"2022-04-10",202979,205920,198599,200204,166.81185
"2022-04-09",200332,203045,199860,202899,140.51409
"2022-04-08",208145,210584,199846,200402,417.73682
"2022-04-07",205417,209453,203334,208257,321.79067
"2022-04-06",213301,213557,205000,205417,535.97896
"2022-04-05",216025,219000,212893,213299,403.31978
"2022-04-04",218243,218351,210090,216057,706.57082
"2022-04-03",215516,222764,214170,218224,352.63575
"2022-04-02",217888,221491,214688,215574,444.70166
"2022-04-01",217794,221400,211304,217870,540.36344
"2022-03-31",226425,228525,216300,217795,467.63525
"2022-03-30",227575,229300,223391,226422,403.47156
"2022-03-29",225643,229798,225046,227603,347.65782
"2022-03-28",222942,230946,222223,225602,466.9315
"2022-03-27",213014,223352,212693,222975,255.13419
"2022-03-26",212015,214259,211000,213015,175.85159
"2022-03-25",213085,217520,211250,211896,399.14039
"2022-03-24",208590,215000,206500,213041,494.44786
"2022-03-23",209568,210471,205000,208502,394.96156
"2022-03-22",203940,213812,203258,209573,599.55843
"2022-03-21",208537,209550,203095,203947,393.74335
"2022-03-20",213148,213495,206618,208534,149.03662
"2022-03-19",210661,213868,209012,213178,188.69655
"2022-03-18",206848,212994,203300,210623,357.38994
"2022-03-17",209132,211000,205156,206849,378.89429
"2022-03-16",202185,213841,198888,209150,676.42073
"2022-03-15",202889,204999,195571,202059,429.67512
"2022-03-14",193022,203950,191800,202872,432.95394
"2022-03-13",197558,200141,191776,192820,209.9987
"2022-03-12",197048,201110,196743,197584,318.73212
"2022-03-11",199173,202859,193129,197162,468.6163
"2022-03-10",211516,212000,195717,199173,428.75113
"2022-03-09",197778,215290,197225,211516,390.98368
"2022-03-08",195208,200975,194690,197776,295.99147
"2022-03-07",196731,200900,190277,195375,388.13092
"2022-03-06",201419,203040,195039,196615,166.87038
"2022-03-05",200015,202831,197379,201460,174.35818
"2022-03-04",214966,215403,197149,200001,341.6386
"2022-03-03",225221,225910,211900,214985,304.72465
"2022-03-02",228750,232838,223000,225047,411.1947
"2022-03-01",222697,231794,220334,228742,345.99871
"2022-02-28",196365,227999,195054,222638,380.84784
"2022-02-27",203324,207100,192886,196220,174.33227
"2022-02-26",203725,208888,200400,203300,129.99233
"2022-02-25",197549,205726,196022,203735,303.40354
"2022-02-24",188003,203582,172816,197587,785.248433
"2022-02-23",195244,199712,187360,188141,295.94267
"2022-02-22",190896,196383,187607,195031,305.03609
"2022-02-21",199463,204999,190000,191029,408.03187
"2022-02-20",207997,208266,197275,199340,139.79679
"2022-02-19",207397,209812,205603,207985,77.19132
"2022-02-18",211224,213915,204004,207231,250.81648
"2022-02-17",226519,228090,209189,211547,243.29617
"2022-02-16",230861,231105,225101,226614,142.63456
"2022-02-15",223195,232788,222785,230793,205.11078
"2022-02-14",222785,224699,219558,223268,181.6885
"2022-02-13",223572,226708,222100,222925,58.65581
"2022-02-12",224287,227861,221171,223442,90.95029
"2022-02-11",229550,231351,221671,224445,267.51696
"2022-02-10",233630,239509,227851,229585,360.45166
"2022-02-09",233595,236278,228801,233783,226.19168
"2022-02-08",232851,241181,226543,233556,309.60975
"2022-02-07",227468,236600,223196,232633,279.2589
"2022-02-06",222387,228855,220900,227416,105.58972
"2022-02-05",222700,225100,220132,222535,165.3531
"2022-02-04",198920,223558,197412,222532,303.06318
"2022-02-03",196078,199034,192998,198700,201.57947
"2022-02-02",205495,206301,194650,196119,235.04209
"2022-02-01",205380,208687,203001,205436,253.39438
"2022-01-31",205980,206903,199360,205563,256.60251
"2022-01-30",207053,208000,203110,205989,77.75505
"2022-01-29",204447,210005,202874,207129,160.13675
"2022-01-28",202818,205952,196853,204459,242.99411
"2022-01-27",202452,203865,193790,202883,317.6622
"2022-01-26",203796,211900,199408,202294,396.15695
"2022-01-25",203344,206500,198341,203603,297.12269
"2022-01-24",200297,208700,182280,203538,462.204487
"2022-01-23",193997,201500,191320,200332,168.51754
"2022-01-22",200955,203091,187636,193970,439.79941
"2022-01-21",223067,225329,196207,201243,468.91983
"2022-01-20",229379,237185,222480,223103,206.21275
"2022-01-19",237451,238180,228535,229302,178.69234
"2022-01-18",235087,238888,229930,237617,149.00381
"2022-01-17",240930,241389,231579,235095,161.8078
"2022-01-16",240787,242845,238254,240932,56.54909
"2022-01-15",240200,244366,237882,240790,73.61198
"2022-01-14",237768,242299,232793,240222,147.46693
"2022-01-13",245191,247199,236500,237804,153.0149
"2022-01-12",240816,247383,239101,245374,173.79958
"2022-01-11",238815,243362,234498,240702,194.44573
"2022-01-10",238357,240300,227000,238772,320.2665
"2022-01-09",237742,243795,235000,238510,69.24601
"2022-01-08",236394,241179,231269,237640,132.79731
"2022-01-07",247419,247585,232300,236447,257.34872
"2022-01-06",250564,252796,245377,247430,291.89434
"2022-01-05",261954,268206,246591,250564,329.88205
"2022-01-04",264505,269269,260213,261969,213.13697
"2022-01-03",266571,268100,260258,264513,157.2263
"2022-01-02",268897,270307,263260,266630,77.81297
"2022-01-01",260570,270044,260544,268897,67.21252
"2021-12-31",265634,273059,257721,260593,151.47185
"2021-12-30",266975,280000,263500,265750,245.1526
"2021-12-29",270357,274941,264773,266975,175.65756
"2021-12-28",288339,288339,269171,270226,198.00528
"2021-12-27",290189,295785,287534,288378,161.01858
"2021-12-26",288492,292796,283013,290188,89.5903
"2021-12-25",290259,292315,286977,288356,80.8654
"2021-12-24",289592,296137,288732,290144,184.33886
"2021-12-23",277024,292132,274000,289531,235.4627
"2021-12-22",280500,283946,276870,277147,179.41989
"2021-12-21",269052,283214,267501,280520,289.05062
"2021-12-20",267093,272556,261100,268895,314.17007
"2021-12-19",267453,274769,261000,267103,125.34728
"2021-12-18",262968,269499,259301,267452,192.03441
"2021-12-17",273412,275335,260000,262968,405.17512
"2021-12-16",279294,283007,272432,273406,205.7936
"2021-12-15",276342,283949,267562,279309,276.32724
"2021-12-14",267644,278461,265000,276474,217.80902
"2021-12-13",283587,284312,261784,267626,299.05127
"2021-12-12",279639,287223,275800,283523,118.43177
"2021-12-11",267706,283000,265000,279662,145.34497
"2021-12-10",269098,281617,266193,267382,241.83696
"2021-12-09",283308,284663,267310,269257,256.99604
"2021-12-08",285741,288499,276054,283060,288.77193
"2021-12-07",290170,296305,282399,285478,235.80418
"2021-12-06",283675,292518,270949,290056,299.9613
"2021-12-05",283443,286900,274820,283748,184.72893
"2021-12-04",307712,309146,246101,283560,607.4869
"2021-12-03",322329,326999,298560,307857,318.48825
"2021-12-02",327616,327998,318225,322296,239.46243
"2021-12-01",323561,334395,320825,327616,279.71001
"2021-11-30",327714,333432,316672,323454,284.98617
"2021-11-29",324920,332952,320564,327891,212.34561
"2021-11-28",311447,325711,304334,324906,115.08806
"2021-11-27",305419,314900,304908,311503,109.99974
"2021-11-26",333500,334600,280000,305653,497.4958
"2021-11-25",324601,335499,323806,333410,265.58528
"2021-11-24",326243,326893,316400,324470,268.73689
"2021-11-23",319149,328734,314000,326041,254.46779
"2021-11-22",333735,334500,315612,319150,268.97058
"2021-11-21",339138,341113,332659,333811,102.46947
"2021-11-20",329169,339783,326767,339084,151.7092
"2021-11-19",321252,329492,314003,329119,360.25356
"2021-11-18",337045,340681,317695,321252,429.0225
"2021-11-17",335435,339998,327052,337047,363.73342
"2021-11-16",352446,352668,328580,335535,694.12264
"2021-11-15",361700,364991,351706,352446,189.48583
"2021-11-14",356644,361716,352250,361606,129.51966
"2021-11-13",354489,359460,350839,356600,157.31333
"2021-11-12",355540,358779,342546,354471,371.71615
"2021-11-11",362472,366000,354639,355541,336.94778
"2021-11-10",372043,379772,355500,362513,493.99766
"2021-11-09",376581,380870,366397,372048,406.344832
"2021-11-08",355024,379794,355024,376520,552.331542
"2021-11-07",345710,355071,345002,355023,191.37119
"2021-11-06",342834,346195,337858,345692,210.13514
"2021-11-05",348246,354452,339218,342868,397.77205
"2021-11-04",354043,354953,343001,348246,388.07626
"2021-11-03",360526,362179,343901,353906,368.35652
"2021-11-02",349259,367000,347521,360415,349.74169
"2021-11-01",349925,354936,340186,349086,334.9711
"2021-10-31",352577,355072,343169,349930,260.47347
"2021-10-30",354855,355381,347547,352560,269.27228
"2021-10-29",344767,357829,342593,354800,517.46503
"2021-10-28",329076,353296,326742,344778,632.80253
"2021-10-27",339371,344895,328500,328916,785.8549
"2021-10-26",353634,355000,337659,339252,475.16479
"2021-10-25",346316,359124,345289,353634,412.03327
"2021-10-24",348495,349422,339899,346194,297.99429
"2021-10-23",345006,351244,340000,348457,213.3658
"2021-10-22",352662,363756,341797,344913,550.19626
"2021-10-21",369649,371867,351200,352647,735.96991
"2021-10-20",359177,373000,355290,369749,687.51939
"2021-10-19",343456,360005,341788,359206,591.462821
"2021-10-18",339168,346415,332452,343483,462.188382
"2021-10-17",336052,339904,326400,339195,222.46986
"2021-10-16",339936,343000,332354,335905,260.3174
"2021-10-15",319255,345168,317850,339885,726.497934
"2021-10-14",318717,323501,316078,319255,445.503563
"2021-10-13",312989,321368,303969,318883,494.4347
"2021-10-12",320757,321221,302150,313011,352.66794
"2021-10-11",304045,322333,302735,320757,346.057895
"2021-10-10",304004,312200,300568,303972,228.170523
"2021-10-09",299856,306480,298501,304002,147.15413
"2021-10-08",297237,307310,295843,299624,404.281044
"2021-10-07",303981,303981,293900,297065,411.5344
"2021-10-06",282333,305999,276249,303990,641.624805
"2021-10-05",267582,284589,266615,282548,474.474304
"2021-10-04",258067,269000,253900,267531,394.23762
"2021-10-03",255863,263000,252687,258376,169.17803
"2021-10-02",258064,258398,253901,255985,145.81575
"2021-10-01",238397,260064,235043,258066,448.73094
"2021-09-30",227323,240138,226727,238201,317.24544
"2021-09-29",224358,231450,223094,227361,223.926
"2021-09-28",228526,231480,223801,224191,230.74362
"2021-09-27",232437,237747,228201,228403,190.28615
"2021-09-26",230400,236413,220457,232507,147.24809
"2021-09-25",230642,231457,224727,230414,117.11179
"2021-09-24",239446,242266,219251,230666,329.6313
"2021-09-23",233091,240310,230569,239541,224.90197
"2021-09-22",216822,233900,215948,233091,243.34091
"2021-09-21",230907,234426,211574,216687,420.478443
"2021-09-20",251246,251621,229000,231134,362.46125
"2021-09-19",256698,257316,249355,251219,108.13575
"2021-09-18",252198,258818,251234,256800,158.08175
"2021-09-17",252513,254375,249393,252194,201.34025
"2021-09-16",252524,254649,248567,252513,195.95064
"2021-09-15",248132,255240,245854,252533,261.47143
"2021-09-14",235302,248980,233862,248164,458.52002
"2021-09-13",244343,247249,230001,235304,586.881215
"2021-09-12",240278,246400,238218,244300,133.03312
"2021-09-11",238798,244490,237834,240151,132.16305
"2021-09-10",244674,247500,235457,238614,503.72457
"2021-09-09",245436,250989,243000,244926,401.43445
"2021-09-08",248498,250499,233734,245441,614.50303
"2021-09-07",274548,276261,230221,248500,678.649572
"2021-09-06",269300,275000,265701,274554,414.94237
"2021-09-05",260902,270881,258800,269300,196.094467
"2021-09-04",260745,263000,258363,260994,169.50974
"2021-09-03",256924,265000,252293,260731,451.614963
"2021-09-02",253500,261448,252317,256800,391.032701
"2021-09-01",245634,254560,242717,253500,266.920325
"2021-08-31",246375,251597,243590,245700,350.619971
"2021-08-30",254963,255839,245998,246258,416.98234
"2021-08-29",256378,259969,250593,254763,164.07191
"2021-08-28",256321,257143,252916,256341,124.436481
"2021-08-27",248834,256427,246399,256268,703.109282
"2021-08-26",257948,259797,244896,249027,408.547427
"2021-08-25",253287,259475,250397,258017,307.641469
"2021-08-24",268999,270575,253000,253289,428.516743
"2021-08-23",266507,272741,265743,269037,291.380924
"2021-08-22",265074,267972,261685,266483,163.531127
"2021-08-21",266399,268999,260600,265440,196.459229
"2021-08-20",252247,266468,251609,266328,411.093204
"2021-08-19",242000,253320,238701,252589,395.801118
"2021-08-18",238868,246890,236712,241900,267.620134
"2021-08-17",243501,249294,237093,239281,311.237038
"2021-08-16",248114,252963,242626,243500,325.882502
"2021-08-15",248986,250349,241636,248054,189.521789
"2021-08-14",252152,253173,244000,248774,225.164218
"2021-08-13",235379,252498,233821,252204,398.074913
"2021-08-12",240401,243796,231004,235236,408.214294
"2021-08-11",238547,245449,237853,240500,331.31028
"2021-08-10",243655,245386,234373,238425,361.350633
"2021-08-09",230898,245200,225038,243655,506.012791
"2021-08-08",234452,238221,228300,230842,341.400211
"2021-08-07",224734,235106,223389,234452,457.200126
"2021-08-06",214298,226448,209286,224694,524.880534
"2021-08-05",207081,216025,194836,214203,683.250251
"2021-08-04",200087,208797,196700,206982,433.86515
"2021-08-03",204198,206938,197379,200032,334.896099
"2021-08-02",208015,210481,202092,204221,311.68898
"2021-08-01",216336,220850,206531,207840,251.613372
"2021-07-31",220202,220800,213834,216022,218.449077
"2021-07-30",204489,220513,196501,219921,567.754111
"2021-07-29",206832,209540,201338,204388,248.381951
"2021-07-28",205557,211600,202364,206500,563.836462
"2021-07-27",194588,205728,189590,205349,410.807911
"2021-07-26",184128,210000,183365,194340,954.237538
"2021-07-25",179307,184351,173501,184267,260.180719
"2021-07-24",176041,179999,173893,179300,294.766922
"2021-07-23",170010,176053,166883,175898,397.252897
"2021-07-22",168500,170895,165714,169857,371.756585
"2021-07-21",156910,171850,155374,168499,625.357865
"2021-07-20",163054,163997,155062,156869,354.493487
"2021-07-19",164443,164707,159400,163056,277.225924
"2021-07-18",163115,167346,161200,164442,131.310028
"2021-07-17",162704,165230,161411,163000,112.174255
"2021-07-16",164666,165646,160408,162672,364.127722
"2021-07-15",168248,169887,160733,164500,365.375022
"2021-07-14",170930,171318,165079,168250,455.718691
"2021-07-13",173146,174128,168436,170930,369.634529
"2021-07-12",180838,182877,171000,173071,411.945559
"2021-07-11",178033,182768,177063,180738,168.272818
"2021-07-10",179000,181338,175810,178035,161.833814
"2021-07-09",175000,181000,172001,179000,309.111891
"2021-07-08",178591,178983,170765,174997,524.970125
"2021-07-07",178391,183554,177020,178592,599.26728
"2021-07-06",173882,179000,172663,178403,433.629011
"2021-07-05",178927,178927,169000,173709,447.091932
"2021-07-04",175849,182114,174681,178929,211.892331
"2021-07-03",171700,177065,169501,176000,199.11974
"2021-07-02",170280,172828,166500,171592,417.889333
"2021-07-01",175851,175956,166100,170342,396.541142
"2021-06-30",178800,179888,171336,175718,453.598125
"2021-06-29",171226,181500,169900,178712,524.89171
"2021-06-28",172000,174804,168181,171235,484.564131
"2021-06-27",161376,172443,160059,171951,301.849883
"2021-06-26",158466,163250,151151,161319,351.457489
"2021-06-25",172028,175799,156801,158467,682.427317
"2021-06-24",169234,174099,162400,172029,387.58028
"2021-06-23",163333,177000,159510,169169,555.084154
"2021-06-22",160890,169364,145000,163318,829.599355
"2021-06-21",183327,184000,159301,160917,723.813265
"2021-06-20",183146,186220,172850,183349,278.850889
"2021-06-19",183892,187461,179346,183116,234.431134
"2021-06-18",192143,193197,179674,184153,503.290775
"2021-06-17",195669,201595,189665,191955,359.622431
"2021-06-16",204044,205794,194032,195671,459.781247
"2021-06-15",206887,209898,201388,204046,487.581287
"2021-06-14",199698,210000,197768,206897,537.22703
"2021-06-13",183497,201240,179900,199441,359.549766
"2021-06-12",192799,193500,179111,183577,199.217465
"2021-06-11",187248,193590,183629,192579,285.638594
"2021-06-10",191000,195901,183364,187247,455.376978
"2021-06-09",170023,191791,164745,190945,507.193423
"2021-06-08",171546,173876,157802,169876,539.978929
"2021-06-07",182423,187260,170495,171582,380.171693
"2021-06-06",181242,185306,179429,182214,95.345831
"2021-06-05",187216,191000,177778,181242,242.896159
"2021-06-04",199411,199588,182624,186966,373.465142
"2021-06-03",192098,199400,190501,199400,235.472964
"2021-06-02",190202,195717,186249,192089,278.613673
"2021-06-01",195447,198465,185571,190204,377.34129
"2021-05-31",188278,196776,180282,195402,464.534914
"2021-05-30",182731,192127,176727,188236,267.17854
"2021-05-29",188618,196773,178186,182653,453.327655
"2021-05-28",203773,205598,183471,188503,774.234213
"2021-05-27",210262,215500,199414,203358,469.309266
"2021-05-26",206292,217617,203047,210331,586.863431
"2021-05-25",208965,214093,196358,206100,575.031429
"2021-05-24",189856,214291,188008,208850,694.676775
"2021-05-23",204168,208091,173177,189677,975.528399
"2021-05-22",203422,211270,192222,204085,756.066929
"2021-05-21",217983,226213,185270,203146,1109.022735
"2021-05-20",200044,231400,192047,217806,1892.249864
"2021-05-19",228077,231584,162999,199700,2888.958145
"2021-05-18",232070,243851,225301,228075,617.442829
"2021-05-17",247908,248999,223455,232013,674.347502
"2021-05-16",250173,263960,234758,247882,412.25508
"2021-05-15",265258,269262,249001,250274,327.540035
"2021-05-14",265830,274191,260711,265024,357.31617
"2021-05-13",266495,273760,249000,265831,769.683213
"2021-05-12",298346,304200,262158,266397,488.819333
"2021-05-11",297094,300500,290561,298153,363.710015
"2021-05-10",308374,314329,286284,297094,495.388102
"2021-05-09",312645,313975,300542,308443,262.561907
"2021-05-08",304129,314797,302290,312688,237.996365
"2021-05-07",301380,308376,296000,304129,351.832994
"2021-05-06",310650,313365,295887,301380,373.047504
"2021-05-05",294000,314452,292892,310649,404.605666
"2021-05-04",314402,314776,292504,294299,562.762815
"2021-05-03",310692,322503,310360,314465,322.333152
"2021-05-02",317769,318200,307401,310752,145.100007
"2021-05-01",315934,320715,313480,317708,193.838431
"2021-04-30",288682,316913,286005,315831,313.924842
"2021-04-29",295713,297700,282716,288639,271.159097
"2021-04-28",302506,306164,292129,295530,294.462085
"2021-04-27",295796,304889,291617,302507,271.793049
"2021-04-26",272145,298888,270921,295796,401.474669
"2021-04-25",278165,280500,261397,272145,211.1958
"2021-04-24",283902,284302,270701,278172,235.915043
"2021-04-23",286145,287109,264289,283903,647.875009
"2021-04-22",303721,309621,277232,286001,605.830481
"2021-04-21",319262,320474,302888,303722,230.003004
"2021-04-20",314308,322000,301002,319262,351.247171
"2021-04-19",320400,327863,306869,314308,371.164724
"2021-04-18",343312,345000,297000,320463,537.052205
"2021-04-17",349112,355000,341915,343258,169.645078
"2021-04-16",360739,363477,345000,349112,456.522569
"2021-04-15",361587,364000,355105,360685,332.69537
"2021-04-14",368798,375418,352785,361475,465.645532
"2021-04-13",345488,368968,345166,368798,397.763323
"2021-04-12",343498,347864,340000,345499,234.522584
"2021-04-11",341921,345200,337265,343221,140.215762
"2021-04-10",332461,346671,332125,341636,239.503623
"2021-04-09",327494,335000,324147,332449,157.400519
"2021-04-08",317738,327796,316542,327494,181.229442
"2021-04-07",328655,331200,315265,317936,300.47374
"2021-04-06",337485,339654,326313,328657,245.950839
"2021-04-05",337418,339093,330128,337447,197.10595
"2021-04-04",332809,338597,328095,337412,82.795955
"2021-04-03",339647,342116,331500,332818,126.15262
"2021-04-02",338489,344298,336568,339647,148.462327
"2021-04-01",334670,339779,330407,338489,175.863474
"2021-03-31",339499,343806,330100,334425,253.420333
"2021-03-30",332501,341768,330323,339500,241.64381
"2021-03-29",321242,337900,316296,332768,379.043522
"2021-03-28",321637,324346,316009,321039,103.81696
"2021-03-27",318575,325000,312901,321764,167.568357
"2021-03-26",293860,318604,293200,318579,211.89008
"2021-03-25",299563,302978,288502,293437,248.964718
"2021-03-24",304193,318778,295002,299572,210.979494
"2021-03-23",303155,310000,296252,304195,187.092258
"2021-03-22",321000,325549,301502,303155,207.952161
"2021-03-21",323700,326996,313100,321000,154.333623
"2021-03-20",323256,331000,322200,323803,124.15081
"2021-03-19",324342,330573,317871,323267,195.069153
"2021-03-18",330772,335000,320405,324342,266.132316
"2021-03-17",322222,331244,309832,330772,228.567251
"2021-03-16",317383,322436,305262,322326,247.643309
"2021-03-15",333880,344150,313000,317705,299.797613
"2021-03-14",343470,345300,333861,333982,118.351607
"2021-03-13",320847,346263,317000,343198,210.306059
"2021-03-12",322300,323600,310245,320848,264.012252
"2021-03-11",319982,323750,312142,322079,228.451624
"2021-03-10",318210,327886,308500,319982,279.735911
"2021-03-09",303500,319500,300665,318596,219.085445
"2021-03-08",289458,303500,280970,303500,214.593032
"2021-03-07",280000,291899,279950,288621,87.052585
"2021-03-06",279696,282000,271285,279999,55.156071
"2021-03-05",277237,283451,266390,279491,162.766502
"2021-03-04",285401,293100,271140,277237,210.803235
"2021-03-03",277000,299600,275353,285401,263.999333
"2021-03-02",281490,284121,269332,277000,171.703713
"2021-03-01",257538,282000,256447,281400,201.984432
"2021-02-28",263099,265600,246517,257551,185.12634
"2021-02-27",262267,271690,257000,263083,168.93409
"2021-02-26",264501,271690,251000,262320,344.79807
"2021-02-25",273577,284736,262651,265018,225.223274
"2021-02-24",271544,285708,262101,273459,273.260049
"2021-02-23",301812,302000,254000,271544,504.633164
"2021-02-22",316762,317206,265400,301195,447.289
"2021-02-21",308031,319000,305913,316779,150.987183
"2021-02-20",305400,315000,298131,308019,200.223915
"2021-02-19",283925,306999,280500,305400,264.383844
"2021-02-18",285648,287642,279435,283927,173.698596
"2021-02-17",267097,286973,266000,285619,199.089027
"2021-02-16",261933,274453,258430,266875,147.88079
"2021-02-15",265511,267145,253500,262025,151.206218
"2021-02-14",257245,269000,256376,265498,151.275527
"2021-02-13",257373,260300,253045,257291,116.364321
"2021-02-12",260654,264524,252022,257596,173.847057
"2021-02-11",243885,263199,240000,260123,234.392106
"2021-02-10",252510,255200,238385,243942,252.282313
"2021-02-09",247031,257171,242236,252512,298.316806
"2021-02-08",211841,249212,207446,247248,428.283693
"2021-02-07",212614,215000,203977,212059,158.079779
"2021-02-06",207499,222621,206850,212614,248.337371
"2021-02-05",201874,208080,200183,207490,184.838668
"2021-02-04",202509,207506,197471,202021,269.663438
"2021-02-03",191535,202713,191120,202664,230.203629
"2021-02-02",184149,193917,183340,191540,207.249538
"2021-02-01",182546,189700,179057,184276,179.155693
"2021-01-31",187500,188000,178908,182546,89.018535
"2021-01-30",188300,191806,181202,187447,83.973878
"2021-01-29",182181,207632,173607,188300,469.272083
"2021-01-28",166425,184200,164285,182044,170.846268
"2021-01-27",175669,175774,160001,166567,242.223796
"2021-01-26",178570,181498,169128,175525,201.161652
"2021-01-25",177621,191348,176000,178696,181.622241
"2021-01-24",177289,181483,171438,177459,83.58348
"2021-01-23",181219,183206,174000,177319,105.12443
"2021-01-22",167340,186000,155000,181268,361.67764
"2021-01-21",189203,189908,163651,167696,399.114605
"2021-01-20",193797,196125,180000,189367,233.557084
"2021-01-19",194691,201000,193021,193900,156.304237
"2021-01-18",191912,198600,186819,194756,131.56934
"2021-01-17",194236,196869,185000,191912,128.615712
"2021-01-16",197757,202124,190633,194270,99.874776
"2021-01-15",205900,207684,184563,197976,263.333136
"2021-01-14",198827,211899,196299,206134,240.054351
"2021-01-13",183868,200600,177000,198819,239.846313
"2021-01-12",199160,203999,180375,184137,319.940827
"2021-01-11",209415,209822,168112,199020,622.93666
"2021-01-10",220504,224900,188500,209390,207.1316
"2021-01-09",223113,225333,213593,220612,145.876597
"2021-01-08",216160,228045,200150,222915,309.597805
"2021-01-07",196752,222813,194600,215874,362.247611
